ts,run_id,component,operation,metric,value_ms,program_id,service_id
1776620400178,,launcher,start,generateCertificate_ms,0.828495,22,
1776620400179,,launcher,start,sign_ms,0.000860,22,
1776620400216,1776620400-1,launcher,read_write,lookupService_ms,0.013201,22,store-service
1776620400217,1776620400-1,launcher,read_write,getCertificate_ms,0.234884,22,
1776620400217,1776620400-1,launcher,read_write,getProgramPublicKey_ms,0.103342,22,
1776620400,1776620400-1,integration_process,read,decrypt_ms,0.005180,22,store-service
1776620400,1776620400-1,integration_process,read,read_act_total_ms,33.739722,22,store-service
1776620400,1776620400-1,integration_process,execute,execute_total_ms,33.788445,22,
1776620400235,,launcher,start,run_ms,55.674116,22,
1776620400235,,launcher,start,start_total_ms,58.171060,22,
1776620431616,,launcher,start,retrieveProgram_ms,0.029720,23,
1776620431911,,launcher,start,compile_ms,295.320321,23,
1776620440848,,launcher,start,retrieveProgram_ms,0.029181,23,
1776620440848,,launcher,start,createCompartment_ms,0.001759,23,
1776620440848,,launcher,start,deploy_ms,0.000819,23,
1776620440849,,launcher,start,getIntegratedServices_ms,0.003400,23,
1776620440849,,launcher,start,exchangeKeys_ms,0.008240,23,
1776620440849,,launcher,start,generateAttestableDoc_ms,0.191843,23,
1776620440850,,launcher,start,generateCertificate_ms,0.805533,23,
1776620440850,,launcher,start,sign_ms,0.000880,23,
1776620440888,1776620440-1,launcher,read_write,lookupService_ms,0.010039,23,store-service
1776620440888,1776620440-1,launcher,read_write,getCertificate_ms,0.240664,23,
1776620440888,1776620440-1,launcher,read_write,getProgramPublicKey_ms,0.103142,23,
1776620440,1776620440-1,integration_process,read,decrypt_ms,0.005020,23,store-service
1776620440,1776620440-1,integration_process,read,read_act_total_ms,33.834947,23,store-service
1776620440,1776620440-1,integration_process,execute,execute_total_ms,33.853886,23,
1776620440906,,launcher,start,run_ms,55.873239,23,
1776620440906,,launcher,start,start_total_ms,58.351163,23,
1776620465924,,launcher,start,retrieveProgram_ms,0.029300,24,
1776620466218,,launcher,start,compile_ms,293.797335,24,
1776620475826,,launcher,start,retrieveProgram_ms,0.028481,24,
1776620475827,,launcher,start,createCompartment_ms,0.001700,24,
1776620475827,,launcher,start,deploy_ms,0.000860,24,
